City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,,,,"<tr><td align=""right"">0</td><td>longyearbyen</td><td align=""right"">75</td><td>SJ</td><td align=""right"">1483588200</td><td align=""right"">73</td><td align=""right"">78.22</td><td align=""right"">15.64</td><td align=""right"">26.6</td><td align=""right"">19.46</td></tr>"
92,buala,64,SB,1528905359,100,-8.15,159.59,78.7,4.18,,,,<tr><td align=right>92</td><td>buala</td><td align=right>64</td><td>SB</td><td align=right>1528905359</td><td align=right>100</td><td align=right>-8.15</td><td align=right>159.59</td><td align=right>78.7</td><td align=right>4.18</td></tr>
93,eyl,20,SO,1528905359,57,7.98,49.82,86.62,22.41,,,,<tr><td align=right>93</td><td>eyl</td><td align=right>20</td><td>SO</td><td align=right>1528905359</td><td align=right>57</td><td align=right>7.98</td><td align=right>49.82</td><td align=right>86.62</td><td align=right>22.41</td></tr>
94,abu dhabi,0,AE,1528902000,29,24.47,54.37,98.6,16.11,,,,<tr><td align=right>94</td><td>abu dhabi</td><td align=right>0</td><td>AE</td><td align=right>1528902000</td><td align=right>29</td><td align=right>24.47</td><td align=right>54.37</td><td align=right>98.6</td><td align=right>16.11</td></tr>
95,tahe,92,CN,1528905359,98,52.34,124.71,51.43,2.17,,,,<tr><td align=right>95</td><td>tahe</td><td align=right>92</td><td>CN</td><td align=right>1528905359</td><td align=right>98</td><td align=right>52.34</td><td align=right>124.71</td><td align=right>51.43</td><td align=right>2.17</td></tr>
96,chuy,80,UY,1528905099,93,-33.69,-53.46,52.87,28.9,,,,<tr><td align=right>96</td><td>chuy</td><td align=right>80</td><td>UY</td><td align=right>1528905099</td><td align=right>93</td><td align=right>-33.69</td><td align=right>-53.46</td><td align=right>52.87</td><td align=right>28.9</td></tr>
97,dzerzhinskoye,8,RU,1528905360,69,56.84,95.22,65.11,3.85,,,,<tr><td align=right>97</td><td>dzerzhinskoye</td><td align=right>8</td><td>RU</td><td align=right>1528905360</td><td align=right>69</td><td align=right>56.84</td><td align=right>95.22</td><td align=right>65.11</td><td align=right>3.85</td></tr>
98,vanavara,0,RU,1528905360,50,60.35,102.28,64.21,5.64,,,,<tr><td align=right>98</td><td>vanavara</td><td align=right>0</td><td>RU</td><td align=right>1528905360</td><td align=right>50</td><td align=right>60.35</td><td align=right>102.28</td><td align=right>64.21</td><td align=right>5.64</td></tr>
99,muros,40,ES,1528903800,72,42.77,-9.06,66.2,10.29,,,,<tr><td align=right>99</td><td>muros</td><td align=right>40</td><td>ES</td><td align=right>1528903800</td><td align=right>72</td><td align=right>42.77</td><td align=right>-9.06</td><td align=right>66.2</td><td align=right>10.29</td></tr>
100,auchel,0,FR,1528903800,49,50.51,2.47,68,3.36,,,,<tr><td align=right>100</td><td>auchel</td><td align=right>0</td><td>FR</td><td align=right>1528903800</td><td align=right>49</td><td align=right>50.51</td><td align=right>2.47</td><td align=right>68</td><td align=right>3.36</td></tr>
101,bubaque,40,GW,1528902000,55,11.28,-15.83,91.4,11.41,,,,<tr><td align=right>101</td><td>bubaque</td><td align=right>40</td><td>GW</td><td align=right>1528902000</td><td align=right>55</td><td align=right>11.28</td><td align=right>-15.83</td><td align=right>91.4</td><td align=right>11.41</td></tr>
102,khatanga,8,RU,1528905361,65,71.98,102.47,60.97,4.63,,,,<tr><td align=right>102</td><td>khatanga</td><td align=right>8</td><td>RU</td><td align=right>1528905361</td><td align=right>65</td><td align=right>71.98</td><td align=right>102.47</td><td align=right>60.97</td><td align=right>4.63</td></tr>
103,los banos,1,US,1528904100,67,37.06,-120.85,75.2,4.74,,,,<tr><td align=right>103</td><td>los banos</td><td align=right>1</td><td>US</td><td align=right>1528904100</td><td align=right>67</td><td align=right>37.06</td><td align=right>-120.85</td><td align=right>75.2</td><td align=right>4.74</td></tr>
104,labuhan,12,ID,1528905361,95,-2.54,115.51,72.94,1.83,,,,<tr><td align=right>104</td><td>labuhan</td><td align=right>12</td><td>ID</td><td align=right>1528905361</td><td align=right>95</td><td align=right>-2.54</td><td align=right>115.51</td><td align=right>72.94</td><td align=right>1.83</td></tr>
105,saint-paul,75,FR,1528903800,56,45.22,1.9,68,14.99,,,,<tr><td align=right>105</td><td>saint-paul</td><td align=right>75</td><td>FR</td><td align=right>1528903800</td><td align=right>56</td><td align=right>45.22</td><td align=right>1.9</td><td align=right>68</td><td align=right>14.99</td></tr>
106,petatlan,90,MX,1528901220,74,17.52,-101.27,84.2,1.83,,,,<tr><td align=right>106</td><td>petatlan</td><td align=right>90</td><td>MX</td><td align=right>1528901220</td><td align=right>74</td><td align=right>17.52</td><td align=right>-101.27</td><td align=right>84.2</td><td align=right>1.83</td></tr>
107,baykit,36,RU,1528905366,68,61.68,96.39,63.94,4.29,,,,<tr><td align=right>107</td><td>baykit</td><td align=right>36</td><td>RU</td><td align=right>1528905366</td><td align=right>68</td><td align=right>61.68</td><td align=right>96.39</td><td align=right>63.94</td><td align=right>4.29</td></tr>
108,dalby,75,AU,1528902000,93,-27.18,151.26,53.6,2.24,,,,<tr><td align=right>108</td><td>dalby</td><td align=right>75</td><td>AU</td><td align=right>1528902000</td><td align=right>93</td><td align=right>-27.18</td><td align=right>151.26</td><td align=right>53.6</td><td align=right>2.24</td></tr>
109,yellowknife,90,CA,1528902540,93,62.45,-114.38,46.4,8.05,,,,<tr><td align=right>109</td><td>yellowknife</td><td align=right>90</td><td>CA</td><td align=right>1528902540</td><td align=right>93</td><td align=right>62.45</td><td align=right>-114.38</td><td align=right>46.4</td><td align=right>8.05</td></tr>
110,hilo,75,US,1528901580,88,19.71,-155.08,66.2,5.82,,,,<tr><td align=right>110</td><td>hilo</td><td align=right>75</td><td>US</td><td align=right>1528901580</td><td align=right>88</td><td align=right>19.71</td><td align=right>-155.08</td><td align=right>66.2</td><td align=right>5.82</td></tr>
111,turukhansk,36,RU,1528905297,76,65.8,87.96,66.37,6.42,,,,<tr><td align=right>111</td><td>turukhansk</td><td align=right>36</td><td>RU</td><td align=right>1528905297</td><td align=right>76</td><td align=right>65.8</td><td align=right>87.96</td><td align=right>66.37</td><td align=right>6.42</td></tr>
112,dingle,68,PH,1528905368,82,11,122.67,79.96,8.21,,,,<tr><td align=right>112</td><td>dingle</td><td align=right>68</td><td>PH</td><td align=right>1528905368</td><td align=right>82</td><td align=right>11</td><td align=right>122.67</td><td align=right>79.96</td><td align=right>8.21</td></tr>
113,dillon,1,US,1528901580,44,45.22,-112.64,57.2,5.82,,,,<tr><td align=right>113</td><td>dillon</td><td align=right>1</td><td>US</td><td align=right>1528901580</td><td align=right>44</td><td align=right>45.22</td><td align=right>-112.64</td><td align=right>57.2</td><td align=right>5.82</td></tr>
114,labytnangi,64,RU,1528905370,75,66.66,66.39,47.11,17.49,,,,<tr><td align=right>114</td><td>labytnangi</td><td align=right>64</td><td>RU</td><td align=right>1528905370</td><td align=right>75</td><td align=right>66.66</td><td align=right>66.39</td><td align=right>47.11</td><td align=right>17.49</td></tr>
115,gigmoto,36,PH,1528905370,98,13.78,124.39,83.56,17.6,,,,<tr><td align=right>115</td><td>gigmoto</td><td align=right>36</td><td>PH</td><td align=right>1528905370</td><td align=right>98</td><td align=right>13.78</td><td align=right>124.39</td><td align=right>83.56</td><td align=right>17.6</td></tr>
116,nouakchott,68,MR,1528905371,76,18.08,-15.98,76.72,1.39,,,,<tr><td align=right>116</td><td>nouakchott</td><td align=right>68</td><td>MR</td><td align=right>1528905371</td><td align=right>76</td><td align=right>18.08</td><td align=right>-15.98</td><td align=right>76.72</td><td align=right>1.39</td></tr>
117,rumoi,92,JP,1528905371,100,43.93,141.67,44.41,8.1,,,,<tr><td align=right>117</td><td>rumoi</td><td align=right>92</td><td>JP</td><td align=right>1528905371</td><td align=right>100</td><td align=right>43.93</td><td align=right>141.67</td><td align=right>44.41</td><td align=right>8.1</td></tr>
118,dikson,32,RU,1528905373,100,73.51,80.55,31.09,13.13,,,,<tr><td align=right>118</td><td>dikson</td><td align=right>32</td><td>RU</td><td align=right>1528905373</td><td align=right>100</td><td align=right>73.51</td><td align=right>80.55</td><td align=right>31.09</td><td align=right>13.13</td></tr>
119,chinsali,0,ZM,1528905377,36,-10.55,32.07,73.39,9.22,,,,<tr><td align=right>119</td><td>chinsali</td><td align=right>0</td><td>ZM</td><td align=right>1528905377</td><td align=right>36</td><td align=right>-10.55</td><td align=right>32.07</td><td align=right>73.39</td><td align=right>9.22</td></tr>
120,georgetown,75,GY,1528902000,78,6.8,-58.16,82.4,9.17,,,,<tr><td align=right>120</td><td>georgetown</td><td align=right>75</td><td>GY</td><td align=right>1528902000</td><td align=right>78</td><td align=right>6.8</td><td align=right>-58.16</td><td align=right>82.4</td><td align=right>9.17</td></tr>
121,tooele,1,US,1528902900,35,40.53,-112.3,73.4,9.17,,,,<tr><td align=right>121</td><td>tooele</td><td align=right>1</td><td>US</td><td align=right>1528902900</td><td align=right>35</td><td align=right>40.53</td><td align=right>-112.3</td><td align=right>73.4</td><td align=right>9.17</td></tr>
122,nikolskoye,40,RU,1528902000,41,59.7,30.79,60.8,4.47,,,,<tr><td align=right>122</td><td>nikolskoye</td><td align=right>40</td><td>RU</td><td align=right>1528902000</td><td align=right>41</td><td align=right>59.7</td><td align=right>30.79</td><td align=right>60.8</td><td align=right>4.47</td></tr>
123,bodo,80,CI,1528905379,66,5.91,-4.68,87.7,8.21,,,,<tr><td align=right>123</td><td>bodo</td><td align=right>80</td><td>CI</td><td align=right>1528905379</td><td align=right>66</td><td align=right>5.91</td><td align=right>-4.68</td><td align=right>87.7</td><td align=right>8.21</td></tr>
124,minador do negrao,32,BR,1528905379,80,-9.31,-36.86,76.81,13.24,,,,<tr><td align=right>124</td><td>minador do negrao</td><td align=right>32</td><td>BR</td><td align=right>1528905379</td><td align=right>80</td><td align=right>-9.31</td><td align=right>-36.86</td><td align=right>76.81</td><td align=right>13.24</td></tr>
125,sambava,88,MG,1528905379,100,-14.27,50.17,77.35,19.73,,,,<tr><td align=right>125</td><td>sambava</td><td align=right>88</td><td>MG</td><td align=right>1528905379</td><td align=right>100</td><td align=right>-14.27</td><td align=right>50.17</td><td align=right>77.35</td><td align=right>19.73</td></tr>
126,yerbogachen,0,RU,1528905380,44,61.28,108.01,64.93,7.43,,,,<tr><td align=right>126</td><td>yerbogachen</td><td align=right>0</td><td>RU</td><td align=right>1528905380</td><td align=right>44</td><td align=right>61.28</td><td align=right>108.01</td><td align=right>64.93</td><td align=right>7.43</td></tr>
127,kahului,1,US,1528901760,93,20.89,-156.47,66.2,3.36,,,,<tr><td align=right>127</td><td>kahului</td><td align=right>1</td><td>US</td><td align=right>1528901760</td><td align=right>93</td><td align=right>20.89</td><td align=right>-156.47</td><td align=right>66.2</td><td align=right>3.36</td></tr>
128,clyde river,75,CA,1528902660,100,70.47,-68.59,35.6,21.92,,,,<tr><td align=right>128</td><td>clyde river</td><td align=right>75</td><td>CA</td><td align=right>1528902660</td><td align=right>100</td><td align=right>70.47</td><td align=right>-68.59</td><td align=right>35.6</td><td align=right>21.92</td></tr>
129,ancud,20,CL,1528905381,90,-41.87,-73.83,39.1,2.73,,,,<tr><td align=right>129</td><td>ancud</td><td align=right>20</td><td>CL</td><td align=right>1528905381</td><td align=right>90</td><td align=right>-41.87</td><td align=right>-73.83</td><td align=right>39.1</td><td align=right>2.73</td></tr>
130,beringovskiy,0,RU,1528905381,88,63.05,179.32,39.37,3.4,,,,<tr><td align=right>130</td><td>beringovskiy</td><td align=right>0</td><td>RU</td><td align=right>1528905381</td><td align=right>88</td><td align=right>63.05</td><td align=right>179.32</td><td align=right>39.37</td><td align=right>3.4</td></tr>
131,majene,32,ID,1528905382,100,-3.54,118.97,81.85,11.01,,,,<tr><td align=right>131</td><td>majene</td><td align=right>32</td><td>ID</td><td align=right>1528905382</td><td align=right>100</td><td align=right>-3.54</td><td align=right>118.97</td><td align=right>81.85</td><td align=right>11.01</td></tr>
132,ahar,36,IR,1528905382,62,38.48,47.07,62.77,3.74,,,,<tr><td align=right>132</td><td>ahar</td><td align=right>36</td><td>IR</td><td align=right>1528905382</td><td align=right>62</td><td align=right>38.48</td><td align=right>47.07</td><td align=right>62.77</td><td align=right>3.74</td></tr>
133,ilhabela,80,BR,1528905382,98,-23.78,-45.36,72.85,2.28,,,,<tr><td align=right>133</td><td>ilhabela</td><td align=right>80</td><td>BR</td><td align=right>1528905382</td><td align=right>98</td><td align=right>-23.78</td><td align=right>-45.36</td><td align=right>72.85</td><td align=right>2.28</td></tr>
134,listvyagi,0,RU,1528905382,78,53.68,86.95,65.11,2.06,,,,<tr><td align=right>134</td><td>listvyagi</td><td align=right>0</td><td>RU</td><td align=right>1528905382</td><td align=right>78</td><td align=right>53.68</td><td align=right>86.95</td><td align=right>65.11</td><td align=right>2.06</td></tr>
135,skjervoy,40,NO,1528903200,65,70.03,20.97,44.6,10.29,,,,<tr><td align=right>135</td><td>skjervoy</td><td align=right>40</td><td>NO</td><td align=right>1528903200</td><td align=right>65</td><td align=right>70.03</td><td align=right>20.97</td><td align=right>44.6</td><td align=right>10.29</td></tr>
136,cape town,0,ZA,1528902000,35,-33.93,18.42,73.4,9.17,,,,<tr><td align=right>136</td><td>cape town</td><td align=right>0</td><td>ZA</td><td align=right>1528902000</td><td align=right>35</td><td align=right>-33.93</td><td align=right>18.42</td><td align=right>73.4</td><td align=right>9.17</td></tr>
137,iqaluit,90,CA,1528902000,96,63.75,-68.52,35.6,20.8,,,,<tr><td align=right>137</td><td>iqaluit</td><td align=right>90</td><td>CA</td><td align=right>1528902000</td><td align=right>96</td><td align=right>63.75</td><td align=right>-68.52</td><td align=right>35.6</td><td align=right>20.8</td></tr>
138,fort-shevchenko,0,KZ,1528905387,59,44.51,50.26,74.2,3.62,,,,<tr><td align=right>138</td><td>fort-shevchenko</td><td align=right>0</td><td>KZ</td><td align=right>1528905387</td><td align=right>59</td><td align=right>44.51</td><td align=right>50.26</td><td align=right>74.2</td><td align=right>3.62</td></tr>
139,severo-kurilsk,92,RU,1528905387,100,50.68,156.12,38.02,16.26,,,,<tr><td align=right>139</td><td>severo-kurilsk</td><td align=right>92</td><td>RU</td><td align=right>1528905387</td><td align=right>100</td><td align=right>50.68</td><td align=right>156.12</td><td align=right>38.02</td><td align=right>16.26</td></tr>
140,arraial do cabo,0,BR,1528905600,65,-22.97,-42.02,80.6,4.7,,,,<tr><td align=right>140</td><td>arraial do cabo</td><td align=right>0</td><td>BR</td><td align=right>1528905600</td><td align=right>65</td><td align=right>-22.97</td><td align=right>-42.02</td><td align=right>80.6</td><td align=right>4.7</td></tr>
141,torbay,90,CA,1528903560,93,47.66,-52.73,50,19.46,,,,<tr><td align=right>141</td><td>torbay</td><td align=right>90</td><td>CA</td><td align=right>1528903560</td><td align=right>93</td><td align=right>47.66</td><td align=right>-52.73</td><td align=right>50</td><td align=right>19.46</td></tr>
142,ahipara,88,NZ,1528905388,91,-35.17,173.16,56.65,9.66,,,,<tr><td align=right>142</td><td>ahipara</td><td align=right>88</td><td>NZ</td><td align=right>1528905388</td><td align=right>91</td><td align=right>-35.17</td><td align=right>173.16</td><td align=right>56.65</td><td align=right>9.66</td></tr>
143,bandarbeyla,0,SO,1528905389,79,9.49,50.81,79.15,32.93,,,,<tr><td align=right>143</td><td>bandarbeyla</td><td align=right>0</td><td>SO</td><td align=right>1528905389</td><td align=right>79</td><td align=right>9.49</td><td align=right>50.81</td><td align=right>79.15</td><td align=right>32.93</td></tr>
144,vuktyl,92,RU,1528905389,96,63.86,57.31,52.6,7.43,,,,<tr><td align=right>144</td><td>vuktyl</td><td align=right>92</td><td>RU</td><td align=right>1528905389</td><td align=right>96</td><td align=right>63.86</td><td align=right>57.31</td><td align=right>52.6</td><td align=right>7.43</td></tr>
145,caravelas,0,BR,1528905390,98,-17.73,-39.27,77.62,10.45,,,,<tr><td align=right>145</td><td>caravelas</td><td align=right>0</td><td>BR</td><td align=right>1528905390</td><td align=right>98</td><td align=right>-17.73</td><td align=right>-39.27</td><td align=right>77.62</td><td align=right>10.45</td></tr>
146,waipawa,92,NZ,1528905390,94,-39.94,176.59,50.89,9.44,,,,<tr><td align=right>146</td><td>waipawa</td><td align=right>92</td><td>NZ</td><td align=right>1528905390</td><td align=right>94</td><td align=right>-39.94</td><td align=right>176.59</td><td align=right>50.89</td><td align=right>9.44</td></tr>
147,khomutovo,0,RU,1528905390,65,52.85,37.45,72.31,5.97,,,,<tr><td align=right>147</td><td>khomutovo</td><td align=right>0</td><td>RU</td><td align=right>1528905390</td><td align=right>65</td><td align=right>52.85</td><td align=right>37.45</td><td align=right>72.31</td><td align=right>5.97</td></tr>
148,acajutla,40,SV,1528901400,79,13.59,-89.83,84.2,1.12,,,,<tr><td align=right>148</td><td>acajutla</td><td align=right>40</td><td>SV</td><td align=right>1528901400</td><td align=right>79</td><td align=right>13.59</td><td align=right>-89.83</td><td align=right>84.2</td><td align=right>1.12</td></tr>
149,buritis,0,BR,1528905391,53,-15.62,-46.42,83.74,6.87,,,,<tr><td align=right>149</td><td>buritis</td><td align=right>0</td><td>BR</td><td align=right>1528905391</td><td align=right>53</td><td align=right>-15.62</td><td align=right>-46.42</td><td align=right>83.74</td><td align=right>6.87</td></tr>
150,meulaboh,48,ID,1528905392,100,4.14,96.13,82.03,3.4,,,,<tr><td align=right>150</td><td>meulaboh</td><td align=right>48</td><td>ID</td><td align=right>1528905392</td><td align=right>100</td><td align=right>4.14</td><td align=right>96.13</td><td align=right>82.03</td><td align=right>3.4</td></tr>
151,vaini,100,IN,1528905392,98,15.34,74.49,70.42,4.29,,,,<tr><td align=right>151</td><td>vaini</td><td align=right>100</td><td>IN</td><td align=right>1528905392</td><td align=right>98</td><td align=right>15.34</td><td align=right>74.49</td><td align=right>70.42</td><td align=right>4.29</td></tr>
152,teya,75,MX,1528901400,66,21.05,-89.07,86,13.87,,,,<tr><td align=right>152</td><td>teya</td><td align=right>75</td><td>MX</td><td align=right>1528901400</td><td align=right>66</td><td align=right>21.05</td><td align=right>-89.07</td><td align=right>86</td><td align=right>13.87</td></tr>
153,bambous virieux,75,MU,1528902000,69,-20.34,57.76,75.2,14.99,,,,<tr><td align=right>153</td><td>bambous virieux</td><td align=right>75</td><td>MU</td><td align=right>1528902000</td><td align=right>69</td><td align=right>-20.34</td><td align=right>57.76</td><td align=right>75.2</td><td align=right>14.99</td></tr>
154,zaragoza,20,ES,1528903800,49,41.65,-0.88,77,28.86,,,,<tr><td align=right>154</td><td>zaragoza</td><td align=right>20</td><td>ES</td><td align=right>1528903800</td><td align=right>49</td><td align=right>41.65</td><td align=right>-0.88</td><td align=right>77</td><td align=right>28.86</td></tr>
155,thompson,75,CA,1528902600,76,55.74,-97.86,57.2,3.36,,,,<tr><td align=right>155</td><td>thompson</td><td align=right>75</td><td>CA</td><td align=right>1528902600</td><td align=right>76</td><td align=right>55.74</td><td align=right>-97.86</td><td align=right>57.2</td><td align=right>3.36</td></tr>
156,kodiak,1,US,1528901580,50,39.95,-94.76,75.2,13.87,,,,<tr><td align=right>156</td><td>kodiak</td><td align=right>1</td><td>US</td><td align=right>1528901580</td><td align=right>50</td><td align=right>39.95</td><td align=right>-94.76</td><td align=right>75.2</td><td align=right>13.87</td></tr>
157,nsanje,92,MZ,1528905397,84,-16.92,35.26,70.33,4.18,,,,<tr><td align=right>157</td><td>nsanje</td><td align=right>92</td><td>MZ</td><td align=right>1528905397</td><td align=right>84</td><td align=right>-16.92</td><td align=right>35.26</td><td align=right>70.33</td><td align=right>4.18</td></tr>
158,the pas,1,CA,1528902000,63,53.82,-101.24,60.8,10.29,,,,<tr><td align=right>158</td><td>the pas</td><td align=right>1</td><td>CA</td><td align=right>1528902000</td><td align=right>63</td><td align=right>53.82</td><td align=right>-101.24</td><td align=right>60.8</td><td align=right>10.29</td></tr>
159,masalli,12,KR,1528902000,77,34.8,126.66,68,9.17,,,,<tr><td align=right>159</td><td>masalli</td><td align=right>12</td><td>KR</td><td align=right>1528902000</td><td align=right>77</td><td align=right>34.8</td><td align=right>126.66</td><td align=right>68</td><td align=right>9.17</td></tr>
160,talnakh,20,RU,1528905398,100,69.49,88.39,42.79,3.18,,,,<tr><td align=right>160</td><td>talnakh</td><td align=right>20</td><td>RU</td><td align=right>1528905398</td><td align=right>100</td><td align=right>69.49</td><td align=right>88.39</td><td align=right>42.79</td><td align=right>3.18</td></tr>
161,ilulissat,90,GL,1528901400,97,69.22,-51.1,32,4.7,,,,<tr><td align=right>161</td><td>ilulissat</td><td align=right>90</td><td>GL</td><td align=right>1528901400</td><td align=right>97</td><td align=right>69.22</td><td align=right>-51.1</td><td align=right>32</td><td align=right>4.7</td></tr>
162,vallenar,0,CL,1528905399,56,-28.58,-70.76,54.4,1.28,,,,<tr><td align=right>162</td><td>vallenar</td><td align=right>0</td><td>CL</td><td align=right>1528905399</td><td align=right>56</td><td align=right>-28.58</td><td align=right>-70.76</td><td align=right>54.4</td><td align=right>1.28</td></tr>
163,cap-aux-meules,40,CA,1528902000,62,47.38,-61.86,51.8,20.8,,,,<tr><td align=right>163</td><td>cap-aux-meules</td><td align=right>40</td><td>CA</td><td align=right>1528902000</td><td align=right>62</td><td align=right>47.38</td><td align=right>-61.86</td><td align=right>51.8</td><td align=right>20.8</td></tr>
164,san quintin,90,PH,1528902000,100,17.54,120.52,77,13.87,,,,<tr><td align=right>164</td><td>san quintin</td><td align=right>90</td><td>PH</td><td align=right>1528902000</td><td align=right>100</td><td align=right>17.54</td><td align=right>120.52</td><td align=right>77</td><td align=right>13.87</td></tr>
165,victoria,75,BN,1528902000,94,5.28,115.24,80.6,1.12,,,,<tr><td align=right>165</td><td>victoria</td><td align=right>75</td><td>BN</td><td align=right>1528902000</td><td align=right>94</td><td align=right>5.28</td><td align=right>115.24</td><td align=right>80.6</td><td align=right>1.12</td></tr>
166,okhotsk,12,RU,1528905400,100,59.36,143.24,38.02,2.17,,,,<tr><td align=right>166</td><td>okhotsk</td><td align=right>12</td><td>RU</td><td align=right>1528905400</td><td align=right>100</td><td align=right>59.36</td><td align=right>143.24</td><td align=right>38.02</td><td align=right>2.17</td></tr>
167,bonavista,92,CA,1528905401,82,48.65,-53.11,46.57,22.97,,,,<tr><td align=right>167</td><td>bonavista</td><td align=right>92</td><td>CA</td><td align=right>1528905401</td><td align=right>82</td><td align=right>48.65</td><td align=right>-53.11</td><td align=right>46.57</td><td align=right>22.97</td></tr>
168,manokwari,80,ID,1528905401,100,-0.87,134.08,78.07,8.1,,,,<tr><td align=right>168</td><td>manokwari</td><td align=right>80</td><td>ID</td><td align=right>1528905401</td><td align=right>100</td><td align=right>-0.87</td><td align=right>134.08</td><td align=right>78.07</td><td align=right>8.1</td></tr>
169,lebu,92,ET,1528905404,100,8.96,38.73,55.3,0.72,,,,<tr><td align=right>169</td><td>lebu</td><td align=right>92</td><td>ET</td><td align=right>1528905404</td><td align=right>100</td><td align=right>8.96</td><td align=right>38.73</td><td align=right>55.3</td><td align=right>0.72</td></tr>
170,qostanay,75,KZ,1528902000,54,53.17,63.58,59,6.71,,,,<tr><td align=right>170</td><td>qostanay</td><td align=right>75</td><td>KZ</td><td align=right>1528902000</td><td align=right>54</td><td align=right>53.17</td><td align=right>63.58</td><td align=right>59</td><td align=right>6.71</td></tr>
171,victor harbor,75,AU,1528902000,82,-35.55,138.62,55.4,17.22,,,,<tr><td align=right>171</td><td>victor harbor</td><td align=right>75</td><td>AU</td><td align=right>1528902000</td><td align=right>82</td><td align=right>-35.55</td><td align=right>138.62</td><td align=right>55.4</td><td align=right>17.22</td></tr>
172,kamenka,12,RU,1528905405,98,53.19,44.05,61.6,9.44,,,,<tr><td align=right>172</td><td>kamenka</td><td align=right>12</td><td>RU</td><td align=right>1528905405</td><td align=right>98</td><td align=right>53.19</td><td align=right>44.05</td><td align=right>61.6</td><td align=right>9.44</td></tr>
173,cherskiy,8,RU,1528905405,48,68.75,161.3,55.21,3.18,,,,<tr><td align=right>173</td><td>cherskiy</td><td align=right>8</td><td>RU</td><td align=right>1528905405</td><td align=right>48</td><td align=right>68.75</td><td align=right>161.3</td><td align=right>55.21</td><td align=right>3.18</td></tr>
174,kimbe,92,PG,1528905405,100,-5.56,150.15,78.43,6.64,,,,<tr><td align=right>174</td><td>kimbe</td><td align=right>92</td><td>PG</td><td align=right>1528905405</td><td align=right>100</td><td align=right>-5.56</td><td align=right>150.15</td><td align=right>78.43</td><td align=right>6.64</td></tr>
175,guba,75,PH,1528902000,74,10.43,123.89,84.2,8.05,,,,<tr><td align=right>175</td><td>guba</td><td align=right>75</td><td>PH</td><td align=right>1528902000</td><td align=right>74</td><td align=right>10.43</td><td align=right>123.89</td><td align=right>84.2</td><td align=right>8.05</td></tr>
176,inuvik,40,CA,1528902000,53,68.36,-133.71,51.8,3.36,,,,<tr><td align=right>176</td><td>inuvik</td><td align=right>40</td><td>CA</td><td align=right>1528902000</td><td align=right>53</td><td align=right>68.36</td><td align=right>-133.71</td><td align=right>51.8</td><td align=right>3.36</td></tr>
177,jiazi,20,CN,1528902000,78,19.61,110.49,82.4,4.47,,,,<tr><td align=right>177</td><td>jiazi</td><td align=right>20</td><td>CN</td><td align=right>1528902000</td><td align=right>78</td><td align=right>19.61</td><td align=right>110.49</td><td align=right>82.4</td><td align=right>4.47</td></tr>
178,namatanai,76,PG,1528905407,100,-3.66,152.44,78.07,11.68,,,,<tr><td align=right>178</td><td>namatanai</td><td align=right>76</td><td>PG</td><td align=right>1528905407</td><td align=right>100</td><td align=right>-3.66</td><td align=right>152.44</td><td align=right>78.07</td><td align=right>11.68</td></tr>
179,port elizabeth,90,US,1528903500,83,39.31,-74.98,75.2,9.17,,,,<tr><td align=right>179</td><td>port elizabeth</td><td align=right>90</td><td>US</td><td align=right>1528903500</td><td align=right>83</td><td align=right>39.31</td><td align=right>-74.98</td><td align=right>75.2</td><td align=right>9.17</td></tr>
180,chilca,75,PE,1528903800,47,-13.22,-72.34,55.4,3.36,,,,<tr><td align=right>180</td><td>chilca</td><td align=right>75</td><td>PE</td><td align=right>1528903800</td><td align=right>47</td><td align=right>-13.22</td><td align=right>-72.34</td><td align=right>55.4</td><td align=right>3.36</td></tr>
181,tual,68,ID,1528905408,100,-5.67,132.75,79.78,12.12,,,,<tr><td align=right>181</td><td>tual</td><td align=right>68</td><td>ID</td><td align=right>1528905408</td><td align=right>100</td><td align=right>-5.67</td><td align=right>132.75</td><td align=right>79.78</td><td align=right>12.12</td></tr>
182,puerto colombia,40,CO,1528902000,74,10.99,-74.96,87.8,6.93,,,,<tr><td align=right>182</td><td>puerto colombia</td><td align=right>40</td><td>CO</td><td align=right>1528902000</td><td align=right>74</td><td align=right>10.99</td><td align=right>-74.96</td><td align=right>87.8</td><td align=right>6.93</td></tr>
183,muzhi,0,RU,1528905409,63,65.4,64.7,55.57,10.67,,,,<tr><td align=right>183</td><td>muzhi</td><td align=right>0</td><td>RU</td><td align=right>1528905409</td><td align=right>63</td><td align=right>65.4</td><td align=right>64.7</td><td align=right>55.57</td><td align=right>10.67</td></tr>
184,tabuk,92,PH,1528905413,86,17.41,121.44,72.4,1.83,,,,<tr><td align=right>184</td><td>tabuk</td><td align=right>92</td><td>PH</td><td align=right>1528905413</td><td align=right>86</td><td align=right>17.41</td><td align=right>121.44</td><td align=right>72.4</td><td align=right>1.83</td></tr>
185,palauig,92,PH,1528905413,100,15.44,119.9,74.11,10.67,,,,<tr><td align=right>185</td><td>palauig</td><td align=right>92</td><td>PH</td><td align=right>1528905413</td><td align=right>100</td><td align=right>15.44</td><td align=right>119.9</td><td align=right>74.11</td><td align=right>10.67</td></tr>
